CNPJ,NOME_FANTASIA,RAZAO_SOCIAL,CIDADE,ESTADO,LOGRADOURO,NUMERO,BAIRRO,CEP,DT_ABERTURA,PORTE,FAIXA_PORTE,FAIXA_FATURAMENTO,VL_CAPITAL_SOCIAL,ATIVIDADE_PRINCIPAL_0,SOCIOS_CARGO,DOMINIOS,LINKEDIN,TELEFONE_GOOGLE_PRO,TELEFONE_PRO_DECISOR,TELEFONE_PRO,EMAILS
27.389.845/0001-77,Não Informado,"MACHADO NUNES, MARQUES E GUTIERREZ SOCIEDADE DE ADVOGADOS",SAO PAULO,SP,RUA OSCAR FREIRE 379,379,CERQUEIRA CESAR,01426-900,08/03/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,RAFAEL YOUNIS MARQUES - (SÓCIO-ADMINISTRADOR) | TERESA DE SOUZA DIAS GUTIERREZ - (SÓCIO-ADMINISTRADOR) | CAROLINA PASCHOALINI - (SÓCIO SEM CAPITAL) | LEANDRO CESAR DOS SANTOS - (SÓCIO SEM CAPITAL) | RENATO GUILHERME MACHADO NUNES - (SÓCIO-ADMINISTRADOR) | LUCAS ALVES DA SILVA BONAFE - (SÓCIO SEM CAPITAL) | LUIS GUSTAVO HENRIQUE AUGUSTO - (SÓCIO SEM CAPITAL) | SABRINA NERON BALTHAZAR - (SÓCIO SEM CAPITAL) | DEYSE DOS SANTOS MOINHOS GALDINO - (SÓCIO SEM CAPITAL) | DANIELLE CRISTINE MARINI RUGGIERO - (SÓCIO SEM CAPITAL) | GABRIELA CRISTINA CHICONELI - (SÓCIO SEM CAPITAL) | GISELA REGINA DEL NERO CRUZ ROSA - (SÓCIO SEM CAPITAL) | LUCINEIA APARECIDA NUCCI - (SÓCIO SEM CAPITAL) | MAURICIO THOME NEGREIRA - (SÓCIO SEM CAPITAL) | ANA FLAVIA ROCHA RIBEIRO - (SÓCIO SEM CAPITAL) | BIANCA PAIOTTI MARCONDES GUIMARAES - (SÓCIO SEM CAPITAL) | BRUNA LETICIA TRUPEL - (SÓCIO SEM CAPITAL) | FERNANDA SCARPIN CAVALCANTI DEZAN - (SÓCIO SEM CAPITAL) | FLAVIA CRISTINE DE LIMA FREITAS - (SÓCIO SEM CAPITAL) | ISAIAS LUZ DA SILVA - (SÓCIO SEM CAPITAL) | LUIZA TEOTONIO CIPRIANO SILVA - (SÓCIO SEM CAPITAL) | RACHEL ELISA DOURADO VAZ PEREIRA - (SÓCIO SEM CAPITAL) | MURILO CRISTIAN ARAUJO BELEM - (SÓCIO SEM CAPITAL) | GUSTAVO FELIPE ANDRADE SALDANHA - (SÓCIO SEM CAPITAL) | INGRID CAROLINE DE OLIVEIRA - (SÓCIO SEM CAPITAL) | RAFAEL PAVAN - (SÓCIO SEM CAPITAL) | GIOVANA DE OLIVEIRA SANTOS - (SÓCIO SEM CAPITAL) | LUCAS DALCASTAGNE BARDUCCO - (SÓCIO SEM CAPITAL) | LUIZA RAPOSO RESENDE CAMARGO ARANHA - (SÓCIO SEM CAPITAL) | CAROLINA CORTOZI JOSE - (SÓCIO SEM CAPITAL) | DOUGLAS VIANNA CAMPANHA - (SÓCIO SEM CAPITAL) | GIOVANNA BONUCCI - (SÓCIO SEM CAPITAL) | LETICIA MARCHIONI SEQUEIRA - (SÓCIO SEM CAPITAL) | ILARIA MITTIGA - (SÓCIO SEM CAPITAL) | OLIVIA CADELCA - (SÓCIO SEM CAPITAL) | VINICIUS GAMEZ CASTRUCCI TAMBASCO - (SÓCIO SEM CAPITAL) | NICKOLAS ANTONIO NIERO RAZVICKAS SIMOES - (SÓCIO SEM CAPITAL),https://machadonunes.com.br,https://www.linkedin.com/company/machadonunes,,(48)999319878 | (11)983313242 | (11)944708549 | (11)947595176 | (48)999301827 | (11)977049407 | (11)988465727 | (11)983232555 | (16)981372754 | (11)989541284 | (11)994603778 | (19)982339964 | (11)998411996 | (11)989635785 | (11)973017183 | (11)998855474 | (11)997637827 | (11)981247979 | (11)949379508 | (11)943563106 | (11)997302901 | (16)997831382 | (11)985828409 | (11)948960932 | (11)972314053 | (11)989634717 | (12)982356059 | (11)976399935 | (11)994239580 | (15)981378143 | (11)941661992 | (11)985224580 | (11)998574414,(11)912249023,rafaelyounis@hotmail.com
27.703.674/0001-09,Não Informado,HEVERTON TAVARES SOCIEDADE INDIVIDUAL DE ADVOCACIA,ALTAMIRA,PA,AVENIDA BRIGADEIRO EDUARDO GOMES,2963,ESPLANADA DO XINGU,68372-005,10/05/2017,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 120.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,HEVERTON DIAS TAVARES - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),https://hevertontavaresadvogado.com.br,,(93) 992039731,(93)992039731,(93)35150009,hevertontavares@hotmail.com
28.297.411/0001-00,Não Informado,ALMEIDA NETO ADVOGADOS ASSOCIADOS,CACOAL,RO,AVENIDA GUAPORE,2873,CENTRO,76963-815,27/07/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 350.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,DIOGENES NUNES DE ALMEIDA NETO - (SÓCIO-ADMINISTRADOR) | LILIAN MARIANE LIRA MORATA - (SÓCIO SEM CAPITAL) | BRUNA RODRIGUES DA SILVA - (SÓCIO SEM CAPITAL) | ANNY KAROLLINE SILVA VALERIO - (SÓCIO SEM CAPITAL),https://almeidadvogadosassociados.com.br,,(69) 34415167,(69)996108364 | (69)999601313 | (69)999710621,(69)34415167 | (11)968798249 | (69)34417054,diogenes@almeidaneto.adv.br
28.921.582/0001-68,PINHEIRO GUIMARAES,PINHEIRO GUIMARAES E MEISSNER SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,AVENIDA BRIG FARIA LIMA,3064,JARDIM PAULISTANO,01451-000,04/10/2017,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 3.012,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FRANCISCO JOSE PINHEIRO GUIMARAES - (SÓCIO-ADMINISTRADOR) | FRANCISCO PINHEIRO GUIMARAES NETO - (SÓCIO-ADMINISTRADOR) | PLINIO PINHEIRO GUIMARAES NETO - (SÓCIO-ADMINISTRADOR) | WILLIAM BAYNARD MEISSNER - (SÓCIO-ADMINISTRADOR) | MARCELO LAMY REGO - (SÓCIO COM CAPITAL) | IVIE MOURA ALVES - (SÓCIO COM CAPITAL) | FABIO YANITCHKIS COUTO - (SÓCIO COM CAPITAL) | SERGIO RAMOS YOSHINO - (SÓCIO COM CAPITAL) | BRUNO LARDOSA - (SÓCIO COM CAPITAL) | RODRIGO MARCILIO - (SÓCIO COM CAPITAL) | ANDRE SIGELMANN - (SÓCIO COM CAPITAL) | CAROLINA CARDOSO RAMALHO - (SÓCIO COM CAPITAL) | MARIANA SILVEIRA MARTINS JOST - (SÓCIO COM CAPITAL) | MARCIA LAMARAO ROSA E SILVA - (SÓCIO COM CAPITAL) | ANA CAROLINA CASSINS GALDINO - (SÓCIO COM CAPITAL) | FERNANDA FARACO LEMOS - (SÓCIO COM CAPITAL) | CAMILA MARI OHNO - (SÓCIO COM CAPITAL) | RODRIGO FAGUNDES TERASSOVICH - (SÓCIO COM CAPITAL) | LUIZA FURTADO DE VASCONCELLOS - (SÓCIO COM CAPITAL) | FERNANDO JOHN FRIEDMANN JUNIOR - (SÓCIO COM CAPITAL) | CAIO TONANNI GIOIELLI - (SÓCIO COM CAPITAL) | MARIA GABRIELA DOS SANTOS LIMA PAES - (SÓCIO COM CAPITAL) | JONAS VILHENA CUNHA ASSUMPCAO - (SÓCIO COM CAPITAL) | GABRIEL CHERUBIN DE ALMEIDA - (SÓCIO COM CAPITAL) | MARILIA MAIA BESERRA CRIVELARO - (SÓCIO COM CAPITAL) | ANDRE CUNHA DA SILVA ALVES DE ANDRADE - (SÓCIO COM CAPITAL) | VICENTE HABIB DE SANT ANNA REIS - (SÓCIO COM CAPITAL) | LUCAS MANZOLI DE ALMEIDA - (SÓCIO COM CAPITAL) | LUIZ GUILHERME DEGAN BOCAFOLI - (SÓCIO COM CAPITAL) | PALOMA VALERIA MARTINS LIMA - (SÓCIO COM CAPITAL) | ALEXANDRE VENDRAMINI SAMPAIO - (SÓCIO COM CAPITAL) | LUIZ OCTAVIO DE OLIVEIRA GONCALVES - (SÓCIO COM CAPITAL) | DANIEL RODRIGO ITO SHINGAI - (SÓCIO COM CAPITAL) | THAISE FLORES BISOGENIN FREIRE DE CARVALHO - (SÓCIO COM CAPITAL) | THIAGO PARANHOS NEVES - (SÓCIO COM CAPITAL) | CAIO SCHEUNEMANN LONGHI - (SÓCIO COM CAPITAL) | GUSTAVO MOTA GUEDES - (SÓCIO COM CAPITAL) | BIANCA FLEURY ROSSI DA CUNHA FERREIRA - (SÓCIO COM CAPITAL) | LEONARDO FAGUNDES ROSA - (SÓCIO COM CAPITAL) | JULIA MACHADO BARRETO - (SÓCIO COM CAPITAL) | PAULO ACCORSI AMARAL - (SÓCIO COM CAPITAL) | JULIANA LEITE DE ARAUJO - (SÓCIO COM CAPITAL) | GIOVANA NEVES PEREIRA - (SÓCIO COM CAPITAL) | LARISSA TAVEIRA - (SÓCIO COM CAPITAL) | MARCO AURELIO SCAMPINI SIQUEIRA RANGEL - (SÓCIO COM CAPITAL) | JANILSON DE OLIVEIRA BAPTISTA VAZ - (SÓCIO COM CAPITAL) | CLARICE DOLABELLA MANGEROTTI - (SÓCIO COM CAPITAL) | ANA LUISA WADT ASSIS - (SÓCIO COM CAPITAL) | CAIO ITIBERE FERREIRA DA SILVA - (SÓCIO COM CAPITAL) | LUCAS GOMES DE AZEVEDO - (SÓCIO COM CAPITAL) | LUIZA DAMASIO RIBEIRO DO ROSARIO - (SÓCIO COM CAPITAL) | GABRIEL YOO CHAE - (SÓCIO COM CAPITAL) | RAFAEL XAVIER VIANELLO - (SÓCIO COM CAPITAL) | MARIA VITORIA PASCHOALETTO CORREA DA COSTA - (SÓCIO COM CAPITAL) | LEONARDO DOS SANTOS - (SÓCIO COM CAPITAL) | ANA BEATRIZ DO AMARAL GURGEL PRADO SANTOS - (SÓCIO COM CAPITAL) | GIOVANA ANUDA MARCONDES DE CARVALHO - (SÓCIO COM CAPITAL) | JULIA DE OLIVEIRA BARRETO - (SÓCIO COM CAPITAL) | MARIANA COELHO RICHARDSON - (SÓCIO-ADMINISTRADOR) | VICTORIA BEZERRA HUSEMANN GONZALEZ - (SÓCIO COM CAPITAL) | GUILHERME VAZ LEAL DA COSTA - (SÓCIO COM CAPITAL) | AMANDA BARCELOS SIMAO - (SÓCIO COM CAPITAL) | SARAH ISABEL PARTIKA EUZEBIO - (SÓCIO COM CAPITAL),"https://pinheiroguimaraes.com.br, http://www.pinheiroguimaraes.com.br/",https://www.linkedin.com/company/pinheiro-guimaraes,(11) 45015000,(19)981322670 | (11)972079439 | (21)996092184 | (21)988063563 | (11)980441425 | (21)981361123 | (21)987151522 | (21)992368042 | (31)994175436 | (21)999134300 | (21)991519787 | (11)984418344 | (11)999007085 | (21)981591690 | (11)982246998 | (11)981240741 | (32)991482793 | (11)989812443 | (19)984052455 | (21)998769948 | (11)983356827 | (11)971199450 | (11)986660367 | (11)965432222 | (21)982211121 | (21)985250001 | (11)999075612 | (11)997522210 | (11)982472811 | (11)914824184 | (11)966042779 | (11)971745797 | (11)976809644 | (11)983354599 | (11)981722600 | (11)968626072 | (11)991543362 | (11)975363657 | (11)995582807 | (13)978106047 | (21)998422232 | (11)973346035 | (11)996797073 | (11)989922554 | (11)994648276 | (21)996953328 | (11)942622558 | (11)972775755 | (11)983355958 | (11)998721025 | (11)941260190,(11)932946769 | (11)45015000,andre@pinheiroguimaraes.com.br
29.055.556/0001-67,Não Informado,LOPES SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,BELO HORIZONTE,MG,RUA OURO PRETO,581,BARRO PRETO,30170-044,19/10/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 50.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,CIBELE LOPES DA SILVA - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),https://lopesesilvaadvocacia.com.br,,,(31)982210000,(31)37851297 | (31)36563676,cibele.advogada@hotmail.com | cibele.lmadv@gmail.com
29.216.425/0001-14,Não Informado,"MUNIZ, MARTINS E COCIOLITO SOCIEDADE DE ADVOGADOS",SAO PAULO,SP,RUA GEORGE OHM,206,CIDADE MONCOES,04576-020,17/11/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 9.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,GUILHERME GOMES QUINTAS - (SÓCIO SEM CAPITAL) | JOAO AUGUSTO SOUSA MUNIZ - (SÓCIO-ADMINISTRADOR) | LEONARDO HIDEKI DANTAS - (SÓCIO SEM CAPITAL) | RODRIGO SIBIM - (SÓCIO SEM CAPITAL) | MAIRA DE OLIVEIRA LIMA RUIZ FUJITA - (SÓCIO SEM CAPITAL) | DANIELI DA CRUZ SOARES - (SÓCIO SEM CAPITAL) | JULIETA YASMIN CORONDA - (SÓCIO SEM CAPITAL) | BRUNA GABRIELA BATISTA FIGUEREDO - (SÓCIO SEM CAPITAL) | JOSE BEZERRA DE ARAUJO NETO - (SÓCIO SEM CAPITAL) | HUDSON ALVES DA SILVA LIMA - (SÓCIO SEM CAPITAL) | DANIELA EULALIO CELESTINO - (SÓCIO SEM CAPITAL) | BEATRIZ RIGONATO MENESES DA SILVA LIMA - (SÓCIO SEM CAPITAL) | MOAB FLORIPES PESSOA DANTAS - (SÓCIO SEM CAPITAL) | ANDRE NASSIB ADAS CUNHA - (SÓCIO SEM CAPITAL) | EULLER MATHEUS DA SILVA AMORIM - (SÓCIO SEM CAPITAL) | LAURA LOURENCO PESSOA - (SÓCIO SEM CAPITAL) | MATEUS MOUTINHO DE SANTANA - (SÓCIO SEM CAPITAL) | GUSTAVO GARCIA DOS SANTOS - (SÓCIO SEM CAPITAL) | VIVIAN SPAGNUOLO DEFINO - (SÓCIO SEM CAPITAL) | MARIA LUIZA DOS SANTOS RODRIGUES - (SÓCIO SEM CAPITAL) | LUCAS KITASAWA DE MENEZES DORIA - (SÓCIO SEM CAPITAL) | NATHALIA THEREZA TERRA BAPTISTA RODRIGUES - (SÓCIO SEM CAPITAL) | GABRIELLA COCIOLITO - (SÓCIO-ADMINISTRADOR) | MARIA JULIA DE VASCONCELLOS LAZZARINI - (SÓCIO SEM CAPITAL) | LAIS GOMES DE OLIVEIRA - (SÓCIO SEM CAPITAL) | BIANCA BETTU ZANIN - (SÓCIO SEM CAPITAL) | THIAGO BELANI RIBEIRO - (SÓCIO SEM CAPITAL) | RICARDO ARVANITI MARTINS - (SÓCIO-ADMINISTRADOR) | GRAZIELE CRISTINE MORALES - (SÓCIO SEM CAPITAL),"https://maugermuniz.com, https://munizmartinscociolito.com.br, https://munizmartinscociolito.com.br/",https://www.linkedin.com/company/88029460/admin/dashboard/,(11) 37550808,(11)930121138 | (11)995013401 | (11)959985000 | (11)977563160 | (11)956105640 | (11)991451449 | (11)963122622 | (12)982588100 | (11)992862098 | (11)983319424 | (83)993122112 | (11)953880001 | (11)947902917 | (11)977324508 | (11)975841923 | (11)949467773 | (11)983684951 | (11)975081755 | (11)976087421 | (11)994306479 | (11)953428811 | (11)983487359 | (83)989140709,(31)33378846 | (11)996018363 | (11)978792875 | (11)978792903 | (31)33378815 | (11)37550808,financeiro@maugermuniz.com | gjmauger@gmail.com | financeiro@mmca.legal
29.388.756/0001-31,Não Informado,VECCHIO & EMERIM SOCIEDADE DE ADVOGADOS,PORTO ALEGRE,RS,RUA SIQUEIRA CAMPOS,1171,CENTRO HISTORICO,90010-001,21/12/2017,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 250.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,STEFAN GUIMARAES EMERIM - (SÓCIO-ADMINISTRADOR) | JOSE VECCHIO FILHO - (SÓCIO-ADMINISTRADOR),"https://vecchioemerim.com.br, https://vecchioemerim.com.br/",,(51) 30120202,(51)995910202 | (51)996932469,(51)30120202,emerim@advogadosve.com.br
29.650.815/0001-06,Não Informado,HUMBERTO COSTA SOCIEDADE INDIVIDUAL DE ADVOCACIA,ANANINDEUA,PA,RODOVIA BR 316,S/N,ATALAIA,67013-000,18/01/2018,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 30.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,HUMBERTO SOUZA DA COSTA - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),"https://hscadvocacia.com.br, https://humbertocostaadv.com.br",,,(91)980177794,(91)988229345 | (91)996153888 | (91)996157739 | (91)41079446,contato@hscadvocacia.com.br | humbertocosta@hotmail.com
30.678.083/0001-33,Não Informado,SERGIO SPINELLI SOCIEDADE DE ADVOGADOS,SAO PAULO,SP,AVENIDA BRIGADEIRO FARIA LIMA,2.277,JARDIM PAULISTANO,01452-000,23/05/2018,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 1.137.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,SERGIO SPINELLI SILVA JUNIOR - (SÓCIO-ADMINISTRADOR) | LUIS ARTHUR TERRA ALVES - (SÓCIO-ADMINISTRADOR) | FERNANDA DE PROFT CARDOSO - (SÓCIO-ADMINISTRADOR) | HIRAM BANDEIRA PAGANO FILHO - (SÓCIO-ADMINISTRADOR) | RAFAEL VILLELA NOGUEIRA - (SÓCIO SEM CAPITAL) | ADRIANO HELENA SASSERON - (SÓCIO SEM CAPITAL) | GIOVANNA RENNO DUQUE - (SÓCIO SEM CAPITAL) | RAFAEL DAMIAN MIRAGAIA - (SÓCIO SEM CAPITAL) | LETICIA DE ZAN GARCIA MARTINS E SILVA - (SÓCIO SEM CAPITAL),http://spinelliadvogados.com.br,,,(11)986047000 | (11)991297959 | (11)998079585 | (11)993666986 | (11)964934012,(11)30397880 | (11)30397878,spinelli@spinelliadv.com.br
31.389.262/0001-13,Não Informado,FERRI & FERRI ADVOGADOS ASSOCIADOS,UMUARAMA,PR,AVENIDA PRESIDENTE CASTELO BRANCO,3797,ZONA I,87501-170,13/08/2018,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 30.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FABRICIO RENAN DE FREITAS FERRI - (SÓCIO-ADMINISTRADOR) | GISELE CALZAVARA BOSSO FERRI - (SÓCIO-ADMINISTRADOR),"https://ferriferriadv.com.br, http://www.ferriferriadv.com.br/",,(44) 991311666,(44)999867663 | (44)991806222,(44)991311666 | (44)30381524 | (44)999866118,contato@ferriferriadv.com.br
31.792.935/0001-81,Não Informado,MARIO GOMES SOCIEDADE INDIVIDUAL DE ADVOCACIA,VILA VELHA,ES,RUA LIBERALINO LIMA,179,OLARIA,29100-535,20/09/2018,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 20.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,MARIO DE SOUZA GOMES - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),https://mariogomesadvogados.com.br,,(27) 30621065,(27)999221902,(27)30621065,adv.mariosouzagomes@hotmail.com
32.425.016/0001-32,Não Informado,VANESSA DINIZ SOCIEDADE INDIVIDUAL DE ADVOCACIA,SANTA INES,MA,RUA DO CAJUEIRO,74,CENTRO,65300-133,14/11/2018,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 50.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,VANESSA DINIZ DE SANTANA - (TITULAR PESSOA FÍSICA RESIDENTE OU DOMICILIADO NO BRASIL),https://dinizsociedadedeadvocacia.com.br,,(98) 996133766,(98)996133766,(98)32351612,vanessadinizadvocacia@gmail.com
32.982.606/0001-66,F. FERREIRA ADVOGADOS,F. FERREIRA ADVOGADOS,SAO PAULO,SP,AVENIDA RAGUEB CHOHFI,4589,JARDIM IGUATEMI,08380-330,14/09/2018,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 20.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,FRANCISCO FERREIRA DOS SANTOS - (SÓCIO-ADMINISTRADOR) | GUILHERME AUGUSTO ALVES DE SOUZA - (SÓCIO SEM CAPITAL),"https://ferreiradvogados.com.br, https://advferreirasantos.com.br, http://advferreirasantos.com.br/",https://www.linkedin.com/in/leonardofdamasceno/,(11) 27353142,(11)942430610 | (11)993169344,(11)27353142,fabio@baraoeferreira.adv.br
33.558.011/0001-40,ERNESTO BORGES ADVOGADOS,ERNESTO BORGES ADVOGADOS,PORTO ALEGRE,RS,AVENIDA BORGES DE MEDEIROS,659,CENTRO HISTORICO,90020-023,11/04/2019,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ERNESTO BORGES NETO - (SÓCIO-ADMINISTRADOR) | RENATO CHAGAS CORREA DA SILVA - (SÓCIO-ADMINISTRADOR) | TATIANE COSTA DE MORAIS - (SÓCIO SEM CAPITAL) | CRISTIANA VASCONCELOS BORGES MARTINS - (SÓCIO COM CAPITAL),"https://ernestoborges.com.br, https://www.ernestoborges.com.br/",,(51) 30289554,(67)996062862 | (51)982739172 | (11)968451595 | (67)998491381,(67)33890123 | (67)33890175 | (51)998288447 | (51)30289554 | (51)997094713,idimeia.cerri@ernestoborges.com.br | dptofiscal@ernestoborges.com.br
35.173.122/0001-64,ALMEIDA NOVICKI ADVOGADOS,ALMEIDA NOVICKI ADVOGADOS,FRAIBURGO,SC,RUA CASTELO BRANCO,44,CENTRO,89580-000,17/09/2019,DEMAIS,PEQUENA,DE 2.5 MM A 4.7 MM,"R$ 100.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,LUCY MARI DE ALMEIDA NOVICKI - (SÓCIO-ADMINISTRADOR) | LETTICIA CARINA NOVICKI - (SÓCIO-ADMINISTRADOR),https://almeidanovicki.com.br,,(49) 32466155,(41)991655718 | (49)988080398,(49)32466155 | (49)984231526,thiagobrandt5@gmail.com
37.108.544/0001-81,ABELLA SERVICOS,ABELLA ADVOCACIA,SANTA MARIA,RS,RUA VENANCIO AIRES,1434,CENTRO,97010-002,11/05/2020,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,ATILA MOURA ABELLA - (SÓCIO-ADMINISTRADOR) | ALEXANDRE DA CRUZ MOREIRA - (SÓCIO COM CAPITAL) | LUCAS CARDOSO FURTADO - (SÓCIO COM CAPITAL) | MATHEUS TEIXEIRA AZZULIN - (SÓCIO COM CAPITAL) | YOSHIAKI YAMAMOTO KIYAMA - (SÓCIO COM CAPITAL) | LUNA SCHMITZ ANTUNES - (SÓCIO COM CAPITAL) | PRISCILA ABELLA ETHUR BORBA - (SÓCIO COM CAPITAL) | ANDREA FITTIPALDI KLEINUBING - (SÓCIO SEM CAPITAL) | BRUNO MANKE RITTER - (SÓCIO SEM CAPITAL) | FRANCIELI CADIDIA HETTWER MARCELINO - (SÓCIO SEM CAPITAL) | ALEXANDRA CARPES SOLER - (SÓCIO SEM CAPITAL) | DOUGLAS DUTRA TEIXEIRA - (SÓCIO SEM CAPITAL) | GABRIELE MARTINS FLORES - (SÓCIO SEM CAPITAL) | LEONARDO SILVA DE BARROS - (SÓCIO SEM CAPITAL),"https://abellaadv.com.br, http://abellaadv.com.br/",,(55) 40018001,(55)991750791 | (55)992069205 | (55)991833017 | (55)996486464 | (55)999399949 | (55)999298038 | (55)991282407 | (55)996288936 | (55)996169759 | (55)999347878 | (55)991677075 | (55)991511833 | (51)993806784,(55)999334383 | (55)40018001,atila.abella@gmail.com
40.488.415/0001-70,Não Informado,ZAMBO ADVOGADOS,SAO PAULO,SP,RUA CARD ARCOVERDE,2365,PINHEIROS,05407-003,16/12/2020,DEMAIS,PEQUENA,DE 1.5 MM MIL A 2.5 MM,"R$ 10.000,00",6911701 - SERVIÇOS ADVOCATÍCIOS,PEDRO IVO ZAMBO - (SÓCIO-ADMINISTRADOR) | RICARDO ANDRE ZAMBO - (SÓCIO-ADMINISTRADOR) | CARLA MARIA CARVALHO DE CAMILLO - (SÓCIO COM CAPITAL) | CAROLINA OLIVEIRA CRUZ - (SÓCIO COM CAPITAL) | DANIELA PUGET FREITAS - (SÓCIO COM CAPITAL) | FLAVIA COSTA MONTEIRO - (SÓCIO COM CAPITAL) | JENIFFER PISCIRILO - (SÓCIO COM CAPITAL) | JOSE VINICIUS SANTOS MANRIQUE MADELLA - (SÓCIO COM CAPITAL) | LORENA TORINI MATTIOLI - (SÓCIO COM CAPITAL) | NATASHA BORGES DE MARCHI - (SÓCIO COM CAPITAL) | NATHALIA CRISTINA MONTEIRO DA SILVA - (SÓCIO COM CAPITAL) | RODRIGO DIAS SIQUEIRA - (SÓCIO COM CAPITAL) | RODRIGO NOGUEIRA GOMES - (SÓCIO COM CAPITAL) | ROSANGELA FIGUEIREDO MIGUEL DE LIMA - (SÓCIO COM CAPITAL) | WARLEY DAMASIO NETO - (SÓCIO COM CAPITAL) | SABRINA DE OLIVEIRA CARLOS - (SÓCIO COM CAPITAL) | AMANDA SANCHES FALARINI PATANE - (SÓCIO COM CAPITAL) | BRUNA ELLEN DE SOUSA SANTOS - (SÓCIO COM CAPITAL) | THIAGO DE LIMA REIS - (SÓCIO COM CAPITAL) | WILLIAM COSTA OLIVEIRA SANTOS - (SÓCIO COM CAPITAL) | ALANA DOS SANTOS PEREIRA - (SÓCIO COM CAPITAL) | VICTOR GABRIEL MATOS LIMA - (SÓCIO COM CAPITAL) | TAUANY ALMEIDA SILVA - (SÓCIO COM CAPITAL) | KARINA VIANA DE OLIVEIRA - (SÓCIO COM CAPITAL) | LUCAS JUCHIMIUK ZAGO - (SÓCIO COM CAPITAL) | BRUNA MANDIM RUTLEDGE - (SÓCIO COM CAPITAL) | WILLIAM SOUZA NASCIMENTO - (SÓCIO COM CAPITAL) | VICTORIA VIEIRA SCACCHETTI CROCE - (SÓCIO COM CAPITAL) | LETICIA VITORIA DE MELO BARBOSA - (SÓCIO COM CAPITAL) | DIEGO SOARES HOTTS - (SÓCIO COM CAPITAL) | GABRIELA BONOTO ROCHA - (SÓCIO COM CAPITAL) | VINICIUS SANTOS RODRIGUES - (SÓCIO COM CAPITAL) | ANA LAIS XAVIER LEITE - (SÓCIO COM CAPITAL) | BEATRIZ SANTIAGO DE SOUZA - (SÓCIO COM CAPITAL) | STEFANI GARCIA SANCHES - (SÓCIO COM CAPITAL) | GABRIELLY TSUDA SANTOS - (SÓCIO COM CAPITAL) | AMANDA BRAGA LUZ - (SÓCIO COM CAPITAL),"https://zamboadvogados.com.br, http://www.zamboadvogados.com.br/",,(11) 35094900,(11)981160874 | (11)963258087 | (11)949217641 | (11)971045090 | (11)992579334 | (11)984574623 | (51)993755788 | (11)984198262 | (11)976193539 | (11)998611985 | (11)914856115 | (11)942442466 | (11)983265007 | (11)964228205 | (11)983371999 | (11)983507882 | (11)930102248 | (11)972585002 | (11)999885070 | (17)981723365 | (11)968388701 | (32)991663390 | (11)961971609 | (11)975634814 | (11)992735252 | (11)963329210 | (11)984359427 | (11)989457358 | (11)948694686 | (11)985769684 | (11)963410819 | (11)995794757 | (13)996107018 | (11)981587471,(11)35094900,pedro.zambo@zamboadvogados.com.br
